number of threads, number of stars, time elapsed
0, 141, 8796.000000
0, 141, 8792.000000
0, 141, 8805.000000
0, 139, 8779.000000
0, 138, 8828.000000
0, 136, 8803.000000
0, 136, 8789.000000
0, 135, 8787.000000
0, 135, 8750.000000
0, 134, 8748.000000
0, 134, 8792.000000
0, 134, 8708.000000
0, 134, 8725.000000
0, 134, 8752.000000
0, 134, 9109.000000
0, 134, 8951.000000
0, 134, 8833.000000
0, 134, 8681.000000
0, 134, 8674.000000
0, 133, 8674.000000
0, 132, 8693.000000
0, 131, 8676.000000
0, 131, 8675.000000
0, 131, 8750.000000
0, 131, 8662.000000
0, 131, 8670.000000
0, 131, 8651.000000
0, 131, 8673.000000
0, 131, 8675.000000
0, 130, 8652.000000
0, 130, 8656.000000
0, 130, 8639.000000
0, 130, 8639.000000
0, 130, 8658.000000
0, 130, 8665.000000
0, 130, 8648.000000
0, 130, 8661.000000
0, 130, 8680.000000
0, 129, 8696.000000
0, 129, 8698.000000
0, 129, 8643.000000
0, 128, 8634.000000
0, 127, 8628.000000
0, 127, 8662.000000
0, 127, 8691.000000
0, 127, 8691.000000
0, 127, 8645.000000
0, 127, 8624.000000
0, 127, 8644.000000
0, 127, 8616.000000
0, 127, 8724.000000
0, 127, 8695.000000
0, 127, 8653.000000
0, 127, 8658.000000
0, 127, 8631.000000
0, 127, 8664.000000
0, 127, 8701.000000
0, 127, 8639.000000
0, 127, 8639.000000
0, 126, 8688.000000
0, 126, 8712.000000
0, 124, 8679.000000
0, 124, 8688.000000
0, 123, 8709.000000
0, 122, 8655.000000
0, 122, 8645.000000
0, 122, 8656.000000
0, 122, 8643.000000
0, 121, 8669.000000
0, 120, 8630.000000
0, 120, 8629.000000
0, 119, 8641.000000
0, 119, 8653.000000
0, 119, 8624.000000
0, 119, 8644.000000
0, 118, 8652.000000
0, 118, 8631.000000
0, 118, 8619.000000
0, 118, 8625.000000
0, 118, 8615.000000
0, 118, 8590.000000
0, 118, 8601.000000
0, 118, 8637.000000
0, 118, 8624.000000
0, 117, 8570.000000
0, 117, 8625.000000
0, 117, 8613.000000
0, 117, 8610.000000
0, 117, 8606.000000
0, 117, 8612.000000
0, 117, 8572.000000
0, 117, 8618.000000
0, 116, 8585.000000
0, 115, 8584.000000
0, 115, 8574.000000
0, 114, 8576.000000
0, 114, 8612.000000
0, 114, 8609.000000
0, 114, 8607.000000
0, 114, 8591.000000
0, 114, 8591.000000
0, 114, 8588.000000
0, 114, 8625.000000
0, 114, 8606.000000
0, 114, 8600.000000
0, 114, 8547.000000
0, 113, 8542.000000
0, 113, 8569.000000
0, 113, 8583.000000
0, 113, 8566.000000
0, 113, 8531.000000
0, 113, 8526.000000
0, 113, 8525.000000
0, 113, 8523.000000
0, 113, 8515.000000
0, 111, 8527.000000
0, 111, 8506.000000
0, 111, 8526.000000
0, 111, 8511.000000
0, 111, 8513.000000
0, 111, 8517.000000
0, 110, 8500.000000
0, 110, 8500.000000
0, 109, 8495.000000
0, 108, 8486.000000
0, 108, 8483.000000
0, 108, 8540.000000
0, 108, 8498.000000
0, 108, 8489.000000
0, 108, 8499.000000
0, 108, 8509.000000
0, 108, 8494.000000
0, 108, 8505.000000
0, 108, 8489.000000
0, 108, 8502.000000
0, 108, 8493.000000
0, 108, 8484.000000
0, 108, 8500.000000
0, 108, 8502.000000
0, 108, 8492.000000
0, 108, 8485.000000
0, 108, 8502.000000
0, 108, 8511.000000
0, 108, 8496.000000
0, 108, 8503.000000
0, 108, 8487.000000
0, 108, 8489.000000
0, 108, 8483.000000
0, 108, 8484.000000
0, 108, 8486.000000
0, 108, 8497.000000
0, 107, 8529.000000
0, 107, 8488.000000
0, 107, 8494.000000
0, 106, 8477.000000
0, 106, 8475.000000
0, 106, 8491.000000
0, 106, 8472.000000
0, 106, 8475.000000
0, 106, 8477.000000
0, 106, 8852.000000
0, 913, 33331.000000
0, 894, 31890.000000
0, 886, 31413.000000
0, 876, 31224.000000
0, 861, 30160.000000
0, 843, 29302.000000
0, 825, 28364.000000
0, 809, 27577.000000
0, 798, 27101.000000
0, 784, 26485.000000
0, 777, 26203.000000
0, 769, 25811.000000
0, 756, 25240.000000
0, 746, 24766.000000
0, 736, 24344.000000
0, 729, 24020.000000
0, 723, 23735.000000
0, 718, 23521.000000
0, 708, 23078.000000
0, 699, 22707.000000
0, 694, 22457.000000
0, 689, 22279.000000
0, 683, 22029.000000
0, 676, 21703.000000
0, 671, 21533.000000
0, 668, 21382.000000
0, 664, 21205.000000
0, 656, 20955.000000
0, 655, 20872.000000
0, 651, 20861.000000
0, 645, 20525.000000
0, 641, 20301.000000
0, 638, 20239.000000
0, 634, 20108.000000
0, 630, 19930.000000
0, 627, 19823.000000
0, 623, 19649.000000
0, 619, 19528.000000
0, 615, 19371.000000
0, 609, 19136.000000
0, 603, 19074.000000
0, 601, 18927.000000
0, 601, 18958.000000
0, 599, 18836.000000
0, 597, 18786.000000
0, 592, 18582.000000
0, 590, 18456.000000
0, 586, 18395.000000
0, 584, 18292.000000
0, 579, 18144.000000
0, 573, 17985.000000
0, 568, 17785.000000
0, 563, 17659.000000
0, 561, 17599.000000
0, 557, 17408.000000
0, 555, 17332.000000
0, 551, 17156.000000
0, 548, 17052.000000
0, 546, 16975.000000
0, 544, 16902.000000
0, 541, 16832.000000
0, 535, 16664.000000
0, 529, 16456.000000
0, 524, 16285.000000
0, 524, 16271.000000
0, 522, 16226.000000
0, 519, 16147.000000
0, 516, 16049.000000
0, 513, 15937.000000
0, 511, 15893.000000
0, 511, 15873.000000
0, 505, 15754.000000
0, 502, 15649.000000
0, 501, 15603.000000
0, 500, 15556.000000
0, 497, 15480.000000
0, 495, 15405.000000
0, 493, 15339.000000
0, 492, 15326.000000
0, 489, 15231.000000
0, 487, 15192.000000
0, 484, 15103.000000
0, 481, 15001.000000
0, 479, 14941.000000
0, 479, 14977.000000
0, 477, 14904.000000
0, 476, 14869.000000
0, 473, 14901.000000
0, 472, 14837.000000
0, 472, 14797.000000
0, 468, 14641.000000
0, 467, 14627.000000
0, 466, 14593.000000
0, 464, 14562.000000
0, 459, 14413.000000
0, 457, 14352.000000
0, 457, 14378.000000
0, 455, 14378.000000
0, 455, 14383.000000
0, 454, 14357.000000
0, 453, 14334.000000
0, 452, 14293.000000
0, 450, 14264.000000
0, 449, 14205.000000
0, 449, 14123.000000
0, 447, 14124.000000
0, 445, 14056.000000
0, 443, 13977.000000
0, 442, 13990.000000
0, 442, 14025.000000
0, 441, 14011.000000
0, 439, 13915.000000
0, 438, 13887.000000
0, 437, 13881.000000
0, 437, 13833.000000
0, 436, 13829.000000
0, 434, 13816.000000
0, 434, 13743.000000
0, 434, 13774.000000
0, 433, 13727.000000
0, 433, 13733.000000
0, 433, 13717.000000
0, 433, 13718.000000
0, 432, 13674.000000
0, 431, 13754.000000
0, 431, 13744.000000
0, 430, 13650.000000
0, 427, 13569.000000
0, 427, 13545.000000
0, 426, 13611.000000
0, 426, 13580.000000
0, 424, 13551.000000
0, 424, 13491.000000
0, 422, 13425.000000
0, 419, 13346.000000
0, 418, 13359.000000
0, 418, 13341.000000
0, 416, 13275.000000
0, 415, 13286.000000
0, 415, 13247.000000
0, 415, 13247.000000
0, 415, 13256.000000
0, 415, 13301.000000
0, 414, 13287.000000
0, 413, 13217.000000
0, 412, 13180.000000
0, 411, 13171.000000
0, 411, 13141.000000
0, 411, 13162.000000
0, 410, 13123.000000
0, 408, 13095.000000
0, 408, 13122.000000
0, 407, 13100.000000
0, 407, 13065.000000
0, 405, 13017.000000
0, 402, 12932.000000
0, 400, 12890.000000
0, 398, 12896.000000
0, 398, 12841.000000
0, 398, 12870.000000
0, 397, 12837.000000
0, 396, 12821.000000
0, 395, 12771.000000
0, 394, 12745.000000
0, 394, 12752.000000
0, 394, 12762.000000
0, 394, 12748.000000
0, 393, 12752.000000
0, 393, 12722.000000
0, 392, 12750.000000
0, 392, 12706.000000
0, 391, 12692.000000
0, 391, 12669.000000
0, 389, 12762.000000
0, 388, 12665.000000
0, 388, 12915.000000
0, 384, 13708.000000
0, 383, 13111.000000
0, 382, 12869.000000
0, 381, 12528.000000
0, 381, 12503.000000
0, 380, 12507.000000
0, 378, 12463.000000
0, 378, 12443.000000
0, 378, 12460.000000
0, 376, 12378.000000
0, 373, 12357.000000
0, 373, 12297.000000
0, 373, 12266.000000
0, 373, 12294.000000
0, 372, 12277.000000
0, 372, 12245.000000
0, 370, 12269.000000
0, 369, 12277.000000
0, 368, 12220.000000
0, 368, 12250.000000
0, 368, 12227.000000
0, 368, 12284.000000
0, 368, 12223.000000
0, 368, 12293.000000
0, 366, 12163.000000
0, 366, 12136.000000
0, 366, 12117.000000
0, 366, 12112.000000
0, 366, 12108.000000
0, 366, 12124.000000
0, 364, 12081.000000
0, 364, 12099.000000
0, 364, 12068.000000
0, 364, 12071.000000
0, 364, 12086.000000
0, 364, 12068.000000
0, 364, 12063.000000
0, 364, 12063.000000
0, 364, 12101.000000
0, 364, 12081.000000
0, 364, 12068.000000
0, 363, 12046.000000
0, 363, 12080.000000
0, 362, 12029.000000
0, 361, 12002.000000
0, 361, 11997.000000
0, 361, 12019.000000
0, 360, 11997.000000
0, 360, 11987.000000
0, 360, 11984.000000
0, 360, 11995.000000
0, 359, 11968.000000
0, 358, 11942.000000
0, 358, 11936.000000
0, 358, 11953.000000
0, 358, 11940.000000
0, 358, 11956.000000
0, 358, 11937.000000
0, 357, 11920.000000
0, 356, 11911.000000
0, 355, 11878.000000
0, 354, 11855.000000
0, 354, 11903.000000
0, 352, 11835.000000
0, 351, 11868.000000
0, 350, 11913.000000
0, 350, 11830.000000
0, 350, 11866.000000
0, 350, 11814.000000
0, 350, 11822.000000
0, 350, 11818.000000
0, 350, 11794.000000
0, 350, 11837.000000
0, 350, 11907.000000
0, 350, 11853.000000
0, 349, 11857.000000
0, 347, 11772.000000
0, 347, 11762.000000
0, 346, 11721.000000
0, 346, 11714.000000
0, 344, 11723.000000
0, 344, 11703.000000
0, 344, 11653.000000
0, 344, 11734.000000
0, 344, 11688.000000
0, 344, 11655.000000
0, 343, 11634.000000
0, 343, 11627.000000
0, 343, 11640.000000
0, 343, 11623.000000
0, 343, 11665.000000
0, 343, 11631.000000
0, 342, 11679.000000
0, 341, 11672.000000
0, 341, 11613.000000
0, 340, 11596.000000
0, 340, 11569.000000
0, 339, 11613.000000
0, 339, 11590.000000
0, 339, 11597.000000
0, 339, 11607.000000
0, 338, 11660.000000
0, 338, 11594.000000
0, 338, 11631.000000
0, 338, 11588.000000
0, 338, 11623.000000
0, 338, 11587.000000
0, 338, 11564.000000
0, 338, 11632.000000
0, 338, 11561.000000
0, 337, 11573.000000
0, 337, 11534.000000
0, 335, 11478.000000
0, 334, 11491.000000
0, 334, 11485.000000
0, 332, 11433.000000
0, 332, 11428.000000
0, 332, 11415.000000
0, 332, 11401.000000
0, 331, 11408.000000
0, 331, 11386.000000
0, 330, 11368.000000
0, 330, 11367.000000
0, 329, 11385.000000
0, 329, 11363.000000
0, 329, 11353.000000
0, 329, 11352.000000
0, 328, 11346.000000
0, 328, 11329.000000
0, 328, 11328.000000
0, 327, 11309.000000
0, 326, 11291.000000
0, 326, 11306.000000
0, 326, 11333.000000
0, 326, 11372.000000
0, 325, 11291.000000
0, 324, 11273.000000
0, 324, 11253.000000
0, 324, 11250.000000
0, 324, 11251.000000
0, 324, 11310.000000
0, 323, 11318.000000
0, 323, 11317.000000
0, 322, 11243.000000
0, 322, 11263.000000
0, 320, 11266.000000
0, 319, 11221.000000
0, 319, 11217.000000
0, 318, 11240.000000
