0, 0, 18.000000
0, 0, 16.000000
0, 0, 12.000000
0, 0, 14.000000
0, 0, 11.000000
0, 0, 10.000000
0, 0, 10.000000
0, 0, 10.000000
0, 0, 10.000000
0, 0, 9.000000
0, 0, 9.000000
0, 0, 9.000000
0, 0, 9.000000
0, 0, 9.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 9.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 9.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 9.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 9.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 9.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 9.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 9.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 9.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 9.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 9.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 9.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 9.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 9.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 8.000000
0, 0, 9.000000
0, 0, 8.000000
0, 0, 8.000000
