number of threads, number of stars, time elapsed
2, 0, 20.000000
2, 0, 16.000000
2, 0, 12.000000
2, 0, 15.000000
2, 0, 11.000000
2, 0, 11.000000
2, 0, 11.000000
2, 0, 10.000000
2, 0, 10.000000
2, 0, 10.000000
2, 0, 9.000000
2, 0, 9.000000
2, 0, 9.000000
2, 0, 9.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 11.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 8.000000
2, 0, 9.000000
2, 0, 8.000000
2, 569, 18.000000
2, 557, 16.000000
2, 542, 17.000000
2, 534, 16.000000
2, 519, 16.000000
2, 505, 15.000000
2, 492, 15.000000
2, 485, 14.000000
2, 477, 15.000000
2, 467, 14.000000
2, 459, 14.000000
2, 453, 14.000000
2, 444, 14.000000
2, 440, 13.000000
2, 434, 14.000000
2, 425, 13.000000
2, 419, 13.000000
2, 413, 13.000000
2, 410, 13.000000
2, 403, 13.000000
2, 399, 13.000000
2, 393, 12.000000
2, 387, 13.000000
2, 376, 12.000000
2, 368, 12.000000
2, 362, 12.000000
2, 361, 12.000000
2, 932, 35.000000
2, 913, 32.000000
2, 900, 33.000000
2, 884, 32.000000
2, 871, 36.000000
2, 855, 37.000000
2, 842, 34.000000
2, 826, 32.000000
2, 817, 31.000000
2, 803, 29.000000
2, 793, 28.000000
2, 786, 27.000000
2, 769, 25.000000
2, 1591, 86.000000
2, 1558, 96.000000
2, 1534, 88.000000
2, 1510, 110.000000
2, 1486, 127.000000
2, 1464, 98.000000
2, 1440, 82.000000
2, 1413, 86.000000
2, 1396, 77.000000
2, 2081, 200.000000
2, 2046, 204.000000
2, 2019, 196.000000
2, 1991, 196.000000
2, 1956, 192.000000
2, 1937, 188.000000
2, 1911, 185.000000
2, 1884, 181.000000
2, 1860, 178.000000
2, 1842, 175.000000
2, 2208, 203.000000
2, 2167, 209.000000
2, 2132, 151.000000
2, 2097, 185.000000
2, 2070, 199.000000
2, 2042, 185.000000
2, 2017, 136.000000
2, 2771, 247.000000
2, 2732, 279.000000
2, 2696, 272.000000
2, 2660, 272.000000
2, 2639, 232.000000
2, 2597, 245.000000
2, 2568, 253.000000
2, 2538, 244.000000
2, 2514, 233.000000
2, 2483, 181.000000
2, 2466, 237.000000
2, 2445, 239.000000
2, 2422, 242.000000
2, 2398, 244.000000
2, 2371, 235.000000
2, 2347, 163.000000
2, 2325, 203.000000
2, 2311, 195.000000
2, 2289, 153.000000
2, 2276, 202.000000
2, 2257, 169.000000
2, 2242, 205.000000
2, 2222, 155.000000
2, 2206, 192.000000
2, 2181, 210.000000
2, 2165, 175.000000
2, 2143, 195.000000
2, 2125, 153.000000
2, 2112, 187.000000
2, 2098, 210.000000
2, 2086, 209.000000
2, 2070, 199.000000
2, 2899, 318.000000
2, 2877, 300.000000
2, 2853, 302.000000
2, 2821, 296.000000
2, 2801, 284.000000
2, 2776, 252.000000
2, 2760, 224.000000
2, 2736, 242.000000
2, 2711, 211.000000
2, 2692, 265.000000
2, 2673, 268.000000
2, 2658, 265.000000
2, 3154, 357.000000
2, 3129, 332.000000
2, 3105, 330.000000
2, 3072, 303.000000
2, 3039, 310.000000
2, 3011, 310.000000
2, 2993, 319.000000
2, 2971, 311.000000
2, 2944, 276.000000
2, 2921, 307.000000
2, 2889, 307.000000
2, 3407, 393.000000
2, 3371, 386.000000
2, 3346, 384.000000
2, 3320, 385.000000
2, 3958, 524.000000
2, 3912, 461.000000
2, 3872, 452.000000
2, 3834, 466.000000
2, 4568, 655.000000
2, 4525, 638.000000
2, 4480, 640.000000
2, 4434, 611.000000
2, 4398, 571.000000
2, 4367, 606.000000
2, 4327, 602.000000
2, 4297, 590.000000
2, 4253, 585.000000
2, 4220, 524.000000
2, 4180, 567.000000
2, 4148, 583.000000
2, 4820, 712.000000
2, 4770, 489.000000
2, 4728, 690.000000
2, 5530, 933.000000
2, 5477, 916.000000
2, 5421, 900.000000
2, 5898, 944.000000
2, 5847, 1032.000000
2, 5784, 1009.000000
2, 6342, 1194.000000
2, 6276, 1169.000000
2, 6211, 1150.000000
2, 6159, 1130.000000
2, 6101, 1108.000000
2, 6058, 1036.000000
2, 6001, 1062.000000
2, 5944, 1042.000000
2, 5898, 725.000000
2, 5858, 1019.000000
2, 5810, 992.000000
2, 5777, 947.000000
2, 5740, 991.000000
2, 5698, 997.000000
2, 5669, 966.000000
2, 5633, 981.000000
2, 5592, 970.000000
2, 5555, 936.000000
2, 5516, 940.000000
2, 5488, 897.000000
2, 5453, 887.000000
2, 5414, 825.000000
2, 5390, 830.000000
2, 5358, 899.000000
2, 5323, 863.000000
2, 5295, 860.000000
2, 5262, 840.000000
2, 5236, 843.000000
2, 5207, 834.000000
2, 5176, 827.000000
2, 5154, 785.000000
2, 5132, 756.000000
2, 5104, 827.000000
2, 5082, 796.000000
2, 5050, 776.000000
2, 5032, 773.000000
2, 5008, 741.000000
2, 4988, 775.000000
2, 4965, 767.000000
2, 4939, 773.000000
2, 4915, 767.000000
2, 4905, 702.000000
2, 4888, 767.000000
2, 4871, 700.000000
2, 4846, 725.000000
2, 4821, 657.000000
